[2026-04-03T00:58:53.610+0600][0.005s][info][gc,init] CardTable entry size: 512
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,phases      ] GC(31)   Pre Evacuate Collection Set: 0.30ms
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,phases      ] GC(31)   Merge Heap Roots: 0.31ms
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,phases      ] GC(31)   Evacuate Collection Set: 14.69ms
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,phases      ] GC(31)   Post Evacuate Collection Set: 1.15ms
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,phases      ] GC(31)   Other: 0.13ms
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,heap        ] GC(31) Eden regions: 446->0(442)
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,heap        ] GC(31) Survivor regions: 10->14(57)
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,heap        ] GC(31) Old regions: 226->226
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,heap        ] GC(31) Humongous regions: 2->2
[2026-04-03T00:59:15.467+0600][21.862s][info][gc,metaspace   ] GC(31) Metaspace: 10214K(10368K)->10214K(10368K) NonClass: 9326K(9408K)->9326K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:15.467+0600][21.863s][info][gc             ] GC(31) Pause Young (Normal) (G1 Evacuation Pause) 1357M->472M(1520M) 16.906ms
[2026-04-03T00:59:15.467+0600][21.863s][info][gc,cpu         ] GC(31) User=0.17s Sys=0.01s Real=0.01s
[2026-04-03T00:59:16.960+0600][23.356s][info][gc,start       ] GC(32) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:16.960+0600][23.356s][info][gc,task        ] GC(32) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,phases      ] GC(32)   Pre Evacuate Collection Set: 0.37ms
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,phases      ] GC(32)   Merge Heap Roots: 0.33ms
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,phases      ] GC(32)   Evacuate Collection Set: 20.56ms
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,phases      ] GC(32)   Post Evacuate Collection Set: 1.40ms
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,phases      ] GC(32)   Other: 0.22ms
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,heap        ] GC(32) Eden regions: 442->0(437)
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,heap        ] GC(32) Survivor regions: 14->19(57)
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,heap        ] GC(32) Old regions: 226->226
[2026-04-03T00:59:16.983+0600][23.379s][info][gc,heap        ] GC(32) Humongous regions: 2->2
[2026-04-03T00:59:16.984+0600][23.379s][info][gc,metaspace   ] GC(32) Metaspace: 10214K(10368K)->10214K(10368K) NonClass: 9326K(9408K)->9326K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:16.984+0600][23.379s][info][gc             ] GC(32) Pause Young (Normal) (G1 Evacuation Pause) 1356M->482M(1520M) 23.203ms
[2026-04-03T00:59:16.984+0600][23.379s][info][gc,cpu         ] GC(32) User=0.19s Sys=0.00s Real=0.02s
[2026-04-03T00:59:18.511+0600][24.906s][info][gc,start       ] GC(33) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:18.511+0600][24.907s][info][gc,task        ] GC(33) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:18.533+0600][24.929s][info][gc,phases      ] GC(33)   Pre Evacuate Collection Set: 0.48ms
[2026-04-03T00:59:18.533+0600][24.929s][info][gc,phases      ] GC(33)   Merge Heap Roots: 0.27ms
[2026-04-03T00:59:18.533+0600][24.929s][info][gc,phases      ] GC(33)   Evacuate Collection Set: 20.47ms
[2026-04-03T00:59:18.533+0600][24.929s][info][gc,phases      ] GC(33)   Post Evacuate Collection Set: 1.09ms
[2026-04-03T00:59:18.533+0600][24.929s][info][gc,phases      ] GC(33)   Other: 0.19ms
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,heap        ] GC(33) Eden regions: 437->0(435)
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,heap        ] GC(33) Survivor regions: 19->21(57)
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,heap        ] GC(33) Old regions: 226->226
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,heap        ] GC(33) Humongous regions: 2->2
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,metaspace   ] GC(33) Metaspace: 10214K(10368K)->10214K(10368K) NonClass: 9326K(9408K)->9326K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:18.534+0600][24.929s][info][gc             ] GC(33) Pause Young (Normal) (G1 Evacuation Pause) 1356M->487M(1520M) 22.884ms
[2026-04-03T00:59:18.534+0600][24.929s][info][gc,cpu         ] GC(33) User=0.23s Sys=0.01s Real=0.02s
[2026-04-03T00:59:19.818+0600][26.214s][info][gc,start       ] GC(34) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:19.819+0600][26.214s][info][gc,task        ] GC(34) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,phases      ] GC(34)   Pre Evacuate Collection Set: 0.65ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,phases      ] GC(34)   Merge Heap Roots: 0.28ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,phases      ] GC(34)   Evacuate Collection Set: 24.36ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,phases      ] GC(34)   Post Evacuate Collection Set: 1.12ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,phases      ] GC(34)   Other: 0.16ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,heap        ] GC(34) Eden regions: 435->0(431)
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,heap        ] GC(34) Survivor regions: 21->25(57)
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,heap        ] GC(34) Old regions: 226->226
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,heap        ] GC(34) Humongous regions: 2->2
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,metaspace   ] GC(34) Metaspace: 10214K(10368K)->10214K(10368K) NonClass: 9326K(9408K)->9326K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:19.845+0600][26.241s][info][gc             ] GC(34) Pause Young (Normal) (G1 Evacuation Pause) 1357M->495M(1520M) 26.936ms
[2026-04-03T00:59:19.845+0600][26.241s][info][gc,cpu         ] GC(34) User=0.27s Sys=0.01s Real=0.03s
[2026-04-03T00:59:21.116+0600][27.512s][info][gc,start       ] GC(35) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:21.116+0600][27.512s][info][gc,task        ] GC(35) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,phases      ] GC(35)   Pre Evacuate Collection Set: 0.40ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,phases      ] GC(35)   Merge Heap Roots: 0.27ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,phases      ] GC(35)   Evacuate Collection Set: 27.38ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,phases      ] GC(35)   Post Evacuate Collection Set: 0.97ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,phases      ] GC(35)   Other: 0.17ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,heap        ] GC(35) Eden regions: 431->0(428)
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,heap        ] GC(35) Survivor regions: 25->28(57)
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,heap        ] GC(35) Old regions: 226->226
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,heap        ] GC(35) Humongous regions: 2->2
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,metaspace   ] GC(35) Metaspace: 10214K(10368K)->10214K(10368K) NonClass: 9326K(9408K)->9326K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:21.145+0600][27.541s][info][gc             ] GC(35) Pause Young (Normal) (G1 Evacuation Pause) 1357M->501M(1520M) 29.551ms
[2026-04-03T00:59:21.145+0600][27.541s][info][gc,cpu         ] GC(35) User=0.29s Sys=0.00s Real=0.03s
[2026-04-03T00:59:22.099+0600][28.495s][info][gc,start       ] GC(36) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:22.099+0600][28.495s][info][gc,task        ] GC(36) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,phases      ] GC(36)   Pre Evacuate Collection Set: 0.38ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,phases      ] GC(36)   Merge Heap Roots: 0.23ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,phases      ] GC(36)   Evacuate Collection Set: 29.29ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,phases      ] GC(36)   Post Evacuate Collection Set: 1.17ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,phases      ] GC(36)   Other: 0.16ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,heap        ] GC(36) Eden regions: 428->0(424)
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,heap        ] GC(36) Survivor regions: 28->32(57)
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,heap        ] GC(36) Old regions: 226->226
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,heap        ] GC(36) Humongous regions: 2->2
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,metaspace   ] GC(36) Metaspace: 10215K(10368K)->10215K(10368K) NonClass: 9327K(9408K)->9327K(9408K) Class: 887K(960K)->887K(960K)
[2026-04-03T00:59:22.130+0600][28.526s][info][gc             ] GC(36) Pause Young (Normal) (G1 Evacuation Pause) 1357M->508M(1520M) 31.606ms
[2026-04-03T00:59:22.130+0600][28.526s][info][gc,cpu         ] GC(36) User=0.30s Sys=0.00s Real=0.04s
[2026-04-03T00:59:22.992+0600][29.388s][info][gc,start       ] GC(37) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:22.992+0600][29.388s][info][gc,task        ] GC(37) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,phases      ] GC(37)   Pre Evacuate Collection Set: 0.42ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,phases      ] GC(37)   Merge Heap Roots: 0.35ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,phases      ] GC(37)   Evacuate Collection Set: 40.93ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,phases      ] GC(37)   Post Evacuate Collection Set: 1.15ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,phases      ] GC(37)   Other: 0.18ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,heap        ] GC(37) Eden regions: 424->0(425)
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,heap        ] GC(37) Survivor regions: 32->31(57)
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,heap        ] GC(37) Old regions: 226->230
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,heap        ] GC(37) Humongous regions: 2->2
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,metaspace   ] GC(37) Metaspace: 10222K(10432K)->10222K(10432K) NonClass: 9334K(9472K)->9334K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:23.035+0600][29.431s][info][gc             ] GC(37) Pause Young (Normal) (G1 Evacuation Pause) 1356M->513M(1520M) 43.440ms
[2026-04-03T00:59:23.035+0600][29.431s][info][gc,cpu         ] GC(37) User=0.40s Sys=0.01s Real=0.04s
[2026-04-03T00:59:24.027+0600][30.423s][info][gc,start       ] GC(38) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:24.027+0600][30.423s][info][gc,task        ] GC(38) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,phases      ] GC(38)   Pre Evacuate Collection Set: 0.45ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,phases      ] GC(38)   Merge Heap Roots: 0.28ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,phases      ] GC(38)   Evacuate Collection Set: 36.71ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,phases      ] GC(38)   Post Evacuate Collection Set: 1.09ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,phases      ] GC(38)   Other: 0.18ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,heap        ] GC(38) Eden regions: 425->0(422)
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,heap        ] GC(38) Survivor regions: 31->34(57)
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,heap        ] GC(38) Old regions: 230->230
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,heap        ] GC(38) Humongous regions: 2->2
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,metaspace   ] GC(38) Metaspace: 10222K(10432K)->10222K(10432K) NonClass: 9334K(9472K)->9334K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:24.066+0600][30.462s][info][gc             ] GC(38) Pause Young (Normal) (G1 Evacuation Pause) 1363M->520M(1520M) 39.052ms
[2026-04-03T00:59:24.066+0600][30.462s][info][gc,cpu         ] GC(38) User=0.36s Sys=0.01s Real=0.04s
[2026-04-03T00:59:24.898+0600][31.294s][info][gc,start       ] GC(39) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:24.899+0600][31.294s][info][gc,task        ] GC(39) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:24.937+0600][31.332s][info][gc,phases      ] GC(39)   Pre Evacuate Collection Set: 0.51ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,phases      ] GC(39)   Merge Heap Roots: 0.36ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,phases      ] GC(39)   Evacuate Collection Set: 36.01ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,phases      ] GC(39)   Post Evacuate Collection Set: 1.14ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,phases      ] GC(39)   Other: 0.16ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,heap        ] GC(39) Eden regions: 422->0(422)
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,heap        ] GC(39) Survivor regions: 34->34(57)
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,heap        ] GC(39) Old regions: 230->233
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,heap        ] GC(39) Humongous regions: 2->2
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,metaspace   ] GC(39) Metaspace: 10222K(10432K)->10222K(10432K) NonClass: 9334K(9472K)->9334K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:24.937+0600][31.333s][info][gc             ] GC(39) Pause Young (Normal) (G1 Evacuation Pause) 1364M->526M(1520M) 38.613ms
[2026-04-03T00:59:24.937+0600][31.333s][info][gc,cpu         ] GC(39) User=0.36s Sys=0.01s Real=0.04s
[2026-04-03T00:59:25.833+0600][32.229s][info][gc,start       ] GC(40) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:25.833+0600][32.229s][info][gc,task        ] GC(40) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:25.869+0600][32.265s][info][gc,phases      ] GC(40)   Pre Evacuate Collection Set: 0.51ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,phases      ] GC(40)   Merge Heap Roots: 0.25ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,phases      ] GC(40)   Evacuate Collection Set: 34.11ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,phases      ] GC(40)   Post Evacuate Collection Set: 0.93ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,phases      ] GC(40)   Other: 0.18ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,heap        ] GC(40) Eden regions: 422->0(422)
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,heap        ] GC(40) Survivor regions: 34->34(57)
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,heap        ] GC(40) Old regions: 233->236
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,heap        ] GC(40) Humongous regions: 2->2
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,metaspace   ] GC(40) Metaspace: 10224K(10432K)->10224K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:25.870+0600][32.265s][info][gc             ] GC(40) Pause Young (Normal) (G1 Evacuation Pause) 1370M->531M(1520M) 36.343ms
[2026-04-03T00:59:25.870+0600][32.265s][info][gc,cpu         ] GC(40) User=0.35s Sys=0.00s Real=0.03s
[2026-04-03T00:59:26.711+0600][33.107s][info][gc,start       ] GC(41) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:26.712+0600][33.107s][info][gc,task        ] GC(41) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:26.753+0600][33.148s][info][gc,phases      ] GC(41)   Pre Evacuate Collection Set: 0.43ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,phases      ] GC(41)   Merge Heap Roots: 0.30ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,phases      ] GC(41)   Evacuate Collection Set: 39.05ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,phases      ] GC(41)   Post Evacuate Collection Set: 1.06ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,phases      ] GC(41)   Other: 0.15ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,heap        ] GC(41) Eden regions: 422->0(422)
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,heap        ] GC(41) Survivor regions: 34->34(57)
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,heap        ] GC(41) Old regions: 236->239
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,heap        ] GC(41) Humongous regions: 2->2
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,metaspace   ] GC(41) Metaspace: 10224K(10432K)->10224K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:26.753+0600][33.149s][info][gc             ] GC(41) Pause Young (Normal) (G1 Evacuation Pause) 1375M->539M(1520M) 41.497ms
[2026-04-03T00:59:26.753+0600][33.149s][info][gc,cpu         ] GC(41) User=0.42s Sys=0.00s Real=0.04s
[2026-04-03T00:59:27.498+0600][33.894s][info][gc,start       ] GC(42) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:27.498+0600][33.894s][info][gc,task        ] GC(42) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:27.536+0600][33.931s][info][gc,phases      ] GC(42)   Pre Evacuate Collection Set: 0.49ms
[2026-04-03T00:59:27.536+0600][33.931s][info][gc,phases      ] GC(42)   Merge Heap Roots: 0.25ms
[2026-04-03T00:59:27.536+0600][33.931s][info][gc,phases      ] GC(42)   Evacuate Collection Set: 35.20ms
[2026-04-03T00:59:27.536+0600][33.931s][info][gc,phases      ] GC(42)   Post Evacuate Collection Set: 1.45ms
[2026-04-03T00:59:27.536+0600][33.931s][info][gc,phases      ] GC(42)   Other: 0.18ms
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,heap        ] GC(42) Eden regions: 422->0(422)
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,heap        ] GC(42) Survivor regions: 34->34(57)
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,heap        ] GC(42) Old regions: 239->242
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,heap        ] GC(42) Humongous regions: 2->2
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,metaspace   ] GC(42) Metaspace: 10225K(10432K)->10225K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:27.536+0600][33.932s][info][gc             ] GC(42) Pause Young (Normal) (G1 Evacuation Pause) 1383M->544M(1520M) 38.036ms
[2026-04-03T00:59:27.536+0600][33.932s][info][gc,cpu         ] GC(42) User=0.37s Sys=0.00s Real=0.04s
[2026-04-03T00:59:28.254+0600][34.650s][info][gc,start       ] GC(43) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:28.254+0600][34.650s][info][gc,task        ] GC(43) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:28.293+0600][34.689s][info][gc,phases      ] GC(43)   Pre Evacuate Collection Set: 0.48ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,phases      ] GC(43)   Merge Heap Roots: 0.36ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,phases      ] GC(43)   Evacuate Collection Set: 37.26ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,phases      ] GC(43)   Post Evacuate Collection Set: 1.23ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,phases      ] GC(43)   Other: 0.15ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,heap        ] GC(43) Eden regions: 422->0(423)
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,heap        ] GC(43) Survivor regions: 34->33(57)
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,heap        ] GC(43) Old regions: 242->246
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,heap        ] GC(43) Humongous regions: 2->2
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,metaspace   ] GC(43) Metaspace: 10225K(10432K)->10225K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:28.294+0600][34.689s][info][gc             ] GC(43) Pause Young (Normal) (G1 Evacuation Pause) 1388M->550M(1520M) 39.853ms
[2026-04-03T00:59:28.294+0600][34.689s][info][gc,cpu         ] GC(43) User=0.41s Sys=0.00s Real=0.04s
[2026-04-03T00:59:29.076+0600][35.471s][info][gc,start       ] GC(44) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:29.076+0600][35.472s][info][gc,task        ] GC(44) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,phases      ] GC(44)   Pre Evacuate Collection Set: 0.42ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,phases      ] GC(44)   Merge Heap Roots: 0.28ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,phases      ] GC(44)   Evacuate Collection Set: 35.92ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,phases      ] GC(44)   Post Evacuate Collection Set: 1.29ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,phases      ] GC(44)   Other: 0.19ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,heap        ] GC(44) Eden regions: 423->0(423)
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,heap        ] GC(44) Survivor regions: 33->33(57)
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,heap        ] GC(44) Old regions: 246->249
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,heap        ] GC(44) Humongous regions: 2->2
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,metaspace   ] GC(44) Metaspace: 10225K(10432K)->10225K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:29.114+0600][35.510s][info][gc             ] GC(44) Pause Young (Normal) (G1 Evacuation Pause) 1396M->556M(1520M) 38.507ms
[2026-04-03T00:59:29.114+0600][35.510s][info][gc,cpu         ] GC(44) User=0.36s Sys=0.01s Real=0.04s
[2026-04-03T00:59:29.854+0600][36.249s][info][gc,start       ] GC(45) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:29.865+0600][36.260s][info][gc,task        ] GC(45) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,phases      ] GC(45)   Pre Evacuate Collection Set: 0.39ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,phases      ] GC(45)   Merge Heap Roots: 0.24ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,phases      ] GC(45)   Evacuate Collection Set: 35.22ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,phases      ] GC(45)   Post Evacuate Collection Set: 1.14ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,phases      ] GC(45)   Other: 0.18ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,heap        ] GC(45) Eden regions: 423->0(422)
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,heap        ] GC(45) Survivor regions: 33->34(57)
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,heap        ] GC(45) Old regions: 249->252
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,heap        ] GC(45) Humongous regions: 2->2
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,metaspace   ] GC(45) Metaspace: 10225K(10432K)->10225K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:29.902+0600][36.298s][info][gc             ] GC(45) Pause Young (Normal) (G1 Evacuation Pause) 1402M->563M(1520M) 48.542ms
[2026-04-03T00:59:29.902+0600][36.298s][info][gc,cpu         ] GC(45) User=0.38s Sys=0.01s Real=0.05s
[2026-04-03T00:59:30.702+0600][37.098s][info][gc,start       ] GC(46) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:30.702+0600][37.098s][info][gc,task        ] GC(46) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,phases      ] GC(46)   Pre Evacuate Collection Set: 0.53ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,phases      ] GC(46)   Merge Heap Roots: 0.37ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,phases      ] GC(46)   Evacuate Collection Set: 39.70ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,phases      ] GC(46)   Post Evacuate Collection Set: 1.02ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,phases      ] GC(46)   Other: 0.16ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,heap        ] GC(46) Eden regions: 422->0(422)
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,heap        ] GC(46) Survivor regions: 34->34(57)
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,heap        ] GC(46) Old regions: 252->255
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,heap        ] GC(46) Humongous regions: 2->2
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,metaspace   ] GC(46) Metaspace: 10225K(10432K)->10225K(10432K) NonClass: 9336K(9472K)->9336K(9472K) Class: 888K(960K)->888K(960K)
[2026-04-03T00:59:30.744+0600][37.140s][info][gc             ] GC(46) Pause Young (Normal) (G1 Evacuation Pause) 1407M->570M(1520M) 42.115ms
[2026-04-03T00:59:30.744+0600][37.140s][info][gc,cpu         ] GC(46) User=0.44s Sys=0.00s Real=0.04s
[2026-04-03T00:59:31.419+0600][37.815s][info][gc,start       ] GC(47) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T00:59:31.419+0600][37.815s][info][gc,task        ] GC(47) Using 10 workers of 10 for evacuation
[2026-04-03T00:59:31.460+0600][37.856s][info][gc,phases      ] GC(47)   Pre Evacuate Collection Set: 0.68ms
[2026-04-03T00:59:31.460+0600][37.856s][info][gc,phases      ] GC(47)   Merge Heap Roots: 0.29ms
[2026-04-03T00:59:31.460+0600][37.856s][info][gc,phases      ] GC(47)   Evacuate Collection Set: 38.33ms
[2026-04-03T00:59:31.460+0600][37.856s][info][gc,phases      ] GC(47)   Post Evacuate Collection Set: 1.35ms
